#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
fasta_files/GCF_045942415.1.fna	NZ_CP064631.1	2754049	2754819	+	aadD_1	1-771/771	===============	0/0	100	99.74	resfinder	AF181950	aadD	Amikacin;Tobramycin
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
fasta_files/GCF_030533935.1.fna	NZ_CP130529.1	1989965	1990852	+	blaZ_138	1-888/888	===============	0/0	100	99.89	resfinder	CP003979	blaZ	Amoxicillin;Ampicillin;Penicillin;Piperacillin
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
fasta_files/GCF_009730135.1.fna	NZ_CP046305.1	22325	23119	+	aph(3')-III_1	1-795/795	===============	0/0	100	100	resfinder	M26832	aph(3')-III	Amikacin
fasta_files/GCF_009730135.1.fna	NZ_CP046306.1	1206393	1207280	-	blaZ_138	1-888/888	===============	0/0	100	99.89	resfinder	CP003979	blaZ	Amoxicillin;Ampicillin;Penicillin;Piperacillin
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
fasta_files/GCF_042464775.1.fna	NZ_CP170250.1	175524	175952	+	fosB_3	1-429/429	===============	0/0	100	97.2	resfinder	ACHE01000077	fosB	Fosfomycin
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
fasta_files/GCF_022405145.1.fna	NZ_CP062348.1	2561612	2563618	-	mecA_6	1-2007/2007	===============	0/0	100	100	resfinder	BX571856	mecA	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Cefixime;Cefotaxime;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam
fasta_files/GCF_022405145.1.fna	NZ_CP062349.1	10166	11053	+	blaZ_79	1-888/888	===============	0/0	100	99.21	resfinder	KU607584	blaZ	Amoxicillin;Ampicillin;Penicillin;Piperacillin
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
fasta_files/GCF_019329765.1.fna	NZ_CP073869.1	92317	94323	-	mecA_6	1-2007/2007	===============	0/0	100	100	resfinder	BX571856	mecA	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Cefixime;Cefotaxime;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam
fasta_files/GCF_019329765.1.fna	NZ_CP073869.1	233364	233792	+	fosB_4	1-429/429	===============	0/0	100	99.53	resfinder	CP000029	fosB	Fosfomycin
fasta_files/GCF_019329765.1.fna	NZ_CP073869.1	1809738	1810625	+	blaZ_138	1-888/888	===============	0/0	100	99.78	resfinder	CP003979	blaZ	Amoxicillin;Ampicillin;Penicillin;Piperacillin
fasta_files/GCF_019329765.1.fna	NZ_CP073869.1	1829445	1830086	-	fusB_1	1-642/642	===============	0/0	100	100	resfinder	AY373761	fusB	Fusidic_acid
fasta_files/GCF_019329765.1.fna	NZ_CP073869.1	1905714	1907153	-	aac(6')-aph(2'')_1	1-1440/1440	===============	0/0	100	99.93	resfinder	M13771	aac(6')-aph(2'')	Amikacin;Gentamicin;Tobramycin
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
fasta_files/GCF_022405775.1.fna	NZ_CP062402.1	1951310	1952197	+	blaZ_138	1-888/888	===============	0/0	100	100	resfinder	CP003979	blaZ	Amoxicillin;Ampicillin;Penicillin;Piperacillin
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
fasta_files/GCF_047127965.1.fna	NZ_CP132391.1	37000	39006	+	mecA_6	1-2007/2007	===============	0/0	100	99.95	resfinder	BX571856	mecA	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Cefixime;Cefotaxime;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam
fasta_files/GCF_047127965.1.fna	NZ_CP132391.1	538248	538745	-	dfrG_1	1-498/498	===============	0/0	100	100	resfinder	AB205645	dfrG	Trimethoprim
fasta_files/GCF_047127965.1.fna	NZ_CP132391.1	1173109	1174548	+	aac(6')-aph(2'')_1	1-1440/1440	===============	0/0	100	100	resfinder	M13771	aac(6')-aph(2'')	Amikacin;Gentamicin;Tobramycin
fasta_files/GCF_047127965.1.fna	NZ_CP132391.1	2381911	2383830	+	tet(M)_1	1-1920/1920	===============	0/0	100	100	resfinder	X92947	tet(M)	Doxycycline;Tetracycline;Minocycline
fasta_files/GCF_047127965.1.fna	NZ_CP132391.1	2553202	2553849	-	cat(pC221)_1	1-648/648	===============	0/0	100	97.69	resfinder	X02529	cat(pC221)	Chloramphenicol
fasta_files/GCF_047127965.1.fna	NZ_CP132391.1	2557232	2557994	+	erm(B)_18	1-762/762	========/======	1-Jan	100	99.08	resfinder	X66468	erm(B)	Erythromycin;Lincomycin;Clindamycin;Quinupristin;Pristinamycin_IA;Virginiamycin_S
fasta_files/GCF_047127965.1.fna	NZ_CP132391.1	2561918	2562712	-	aph(3')-III_1	1-795/795	===============	0/0	100	99.87	resfinder	M26832	aph(3')-III	Amikacin
fasta_files/GCF_047127965.1.fna	NZ_CP132391.1	2563344	2564252	-	ant(6)-Ia_1	1-909/909	===============	0/0	100	100	resfinder	AF330699	ant(6)-Ia	Streptomycin
fasta_files/GCF_047127965.1.fna	NZ_CP132391.1	2606394	2607281	-	blaZ_78	1-888/888	===============	0/0	100	99.66	resfinder	KU607301	blaZ	Amoxicillin;Ampicillin;Penicillin;Piperacillin
fasta_files/GCF_047127965.1.fna	NZ_CP132392.1	2082	2852	-	aadD_1	1-771/771	===============	0/0	100	99.74	resfinder	AF181950	aadD	Amikacin;Tobramycin
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
fasta_files/GCF_001045995.2.fna	NZ_CP007676.1	39577	41583	-	mecA_6	1-2007/2007	===============	0/0	100	100	resfinder	BX571856	mecA	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Cefixime;Cefotaxime;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam
fasta_files/GCF_001045995.2.fna	NZ_CP007679.1	9261	10055	-	aph(3')-III_1	1-795/795	===============	0/0	100	100	resfinder	M26832	aph(3')-III	Amikacin
fasta_files/GCF_001045995.2.fna	NZ_CP007679.1	20474	21373	+	blaZ_29	1-900/900	===============	0/0	100	98.78	resfinder	JDXN01000019	blaZ	Amoxicillin;Ampicillin;Penicillin;Piperacillin
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
fasta_files/GCF_022404775.1.fna	NZ_CP062343.1	10129	11016	+	blaZ_79	1-888/888	===============	0/0	100	99.21	resfinder	KU607584	blaZ	Amoxicillin;Ampicillin;Penicillin;Piperacillin
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
fasta_files/GCF_045791595.1.fna	NZ_CP089502.1	364115	364897	+	ant(9)-Ia_1	1-783/783	===============	0/0	100	100	resfinder	X02588	ant(9)-Ia	
fasta_files/GCF_045791595.1.fna	NZ_CP089502.1	365023	365754	-	erm(A)_1	1-732/732	===============	0/0	100	100	resfinder	X03216	erm(A)	Erythromycin;Lincomycin;Clindamycin;Quinupristin;Pristinamycin_IA;Virginiamycin_S
fasta_files/GCF_045791595.1.fna	NZ_CP089502.1	2128939	2129721	+	ant(9)-Ia_1	1-783/783	===============	0/0	100	100	resfinder	X02588	ant(9)-Ia	
fasta_files/GCF_045791595.1.fna	NZ_CP089502.1	2129847	2130578	-	erm(A)_1	1-732/732	===============	0/0	100	100	resfinder	X03216	erm(A)	Erythromycin;Lincomycin;Clindamycin;Quinupristin;Pristinamycin_IA;Virginiamycin_S
fasta_files/GCF_045791595.1.fna	NZ_CP089502.1	2141393	2143399	+	mecA_6	1-2007/2007	===============	0/0	100	100	resfinder	BX571856	mecA	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Cefixime;Cefotaxime;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam
fasta_files/GCF_045791595.1.fna	NZ_CP089502.1	2563685	2565124	+	aac(6')-aph(2'')_1	1-1440/1440	===============	0/0	100	100	resfinder	M13771	aac(6')-aph(2'')	Amikacin;Gentamicin;Tobramycin
fasta_files/GCF_045791595.1.fna	NZ_CP089503.1	9430	10211	+	ant(9)-Ia_1	1-783/783	========/======	1-Jan	99.87	99.87	resfinder	X02588	ant(9)-Ia	
fasta_files/GCF_045791595.1.fna	NZ_CP089503.1	10337	11068	-	erm(A)_1	1-732/732	===============	0/0	100	100	resfinder	X03216	erm(A)	Erythromycin;Lincomycin;Clindamycin;Quinupristin;Pristinamycin_IA;Virginiamycin_S
fasta_files/GCF_045791595.1.fna	NZ_CP089503.1	29535	30422	-	blaZ_78	1-888/888	===============	0/0	100	99.66	resfinder	KU607301	blaZ	Amoxicillin;Ampicillin;Penicillin;Piperacillin
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
fasta_files/GCF_009912695.1.fna	NZ_CP047838.1	10166	11053	+	blaZ_79	1-888/888	===============	0/0	100	99.21	resfinder	KU607584	blaZ	Amoxicillin;Ampicillin;Penicillin;Piperacillin
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
fasta_files/GCF_044794325.1.fna	NZ_CP085024.1	1829895	1830794	+	mph(C)_2	1-900/900	===============	0/0	100	91.89	resfinder	AF167161	mph(C)	Erythromycin;Spiramycin;Telithromycin
fasta_files/GCF_044794325.1.fna	NZ_CP085026.1	82	1461	-	tet(K)_1	1-1380/1380	===============	0/0	100	100	resfinder	U38656	tet(K)	Doxycycline;Tetracycline
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
fasta_files/GCF_030220105.1.fna	NZ_CP126540.1	39155	41161	-	mecA_2	1-2007/2007	===============	0/0	100	100	resfinder	NC_002951	mecA	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Cefixime;Cefotaxime;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam
fasta_files/GCF_030220105.1.fna	NZ_CP126540.1	385155	386621	+	msr(A)_2	1-1467/1467	===============	0/0	100	97.14	resfinder	AB013298	msr(A)	Erythromycin;Azithromycin;Telithromycin;Quinupristin;Pristinamycin_IA;Virginiamycin_S
fasta_files/GCF_030220105.1.fna	NZ_CP126540.1	2346612	2347109	-	dfrG_1	1-498/498	===============	0/0	100	100	resfinder	AB205645	dfrG	Trimethoprim
fasta_files/GCF_030220105.1.fna	NZ_CP126541.1	10747	12174	+	fexA_1	1-1428/1428	===============	0/0	100	100	resfinder	AJ549214	fexA	Chloramphenicol;Florfenicol
fasta_files/GCF_030220105.1.fna	NZ_CP126541.1	14841	15890	-	cfr_1	1-1050/1050	===============	0/0	100	100	resfinder	AM408573	cfr	Chloramphenicol;Florfenicol;Clindamycin;Lincomycin;Linezolid;Dalfopristin;Pristinamycin_IIA;Virginiamycin_M;Tiamulin
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
fasta_files/GCF_051012545.1.fna	NZ_CP132486.1	330560	332479	-	tet(M)_13	1-1920/1920	===============	0/0	100	99.95	resfinder	AM990992	tet(M)	Doxycycline;Tetracycline;Minocycline
fasta_files/GCF_051012545.1.fna	NZ_CP132486.1	1082835	1084262	+	fexA_1	1-1428/1428	===============	0/0	100	99.93	resfinder	AJ549214	fexA	Chloramphenicol;Florfenicol
fasta_files/GCF_051012545.1.fna	NZ_CP132486.1	1418271	1419158	+	blaZ_138	1-888/888	===============	0/0	100	99.89	resfinder	CP003979	blaZ	Amoxicillin;Ampicillin;Penicillin;Piperacillin
fasta_files/GCF_051012545.1.fna	NZ_CP132486.1	1573661	1574464	-	lnu(B)_2	1-804/804	===============	0/0	100	100	resfinder	JQ861959	lnu(B)	Lincomycin;Clindamycin
fasta_files/GCF_051012545.1.fna	NZ_CP132486.1	1574518	1576002	-	lsa(E)_1	1-1485/1485	===============	0/0	100	100	resfinder	JX560992	lsa(E)	Lincomycin;Clindamycin;Dalfopristin;Pristinamycin_IIA;Virginiamycin_M;Tiamulin
fasta_files/GCF_051012545.1.fna	NZ_CP132486.1	1579581	1580444	-	ant(6)-Ia_2	1-864/864	===============	0/0	100	100	resfinder	KF421157	ant(6)-Ia	Streptomycin
fasta_files/GCF_051012545.1.fna	NZ_CP132486.1	1585359	1586735	-	tet(L)_2	1-1377/1377	===============	0/0	100	100	resfinder	M29725	tet(L)	Doxycycline;Tetracycline
fasta_files/GCF_051012545.1.fna	NZ_CP132486.1	1588437	1589207	+	aadD_1	1-771/771	===============	0/0	100	99.74	resfinder	AF181950	aadD	Amikacin;Tobramycin
fasta_files/GCF_051012545.1.fna	NZ_CP132486.1	1946517	1947956	-	aac(6')-aph(2'')_1	1-1440/1440	===============	0/0	100	100	resfinder	M13771	aac(6')-aph(2'')	Amikacin;Gentamicin;Tobramycin
fasta_files/GCF_051012545.1.fna	NZ_CP132487.1	5674	7680	+	mecA_8	1-2007/2007	===============	0/0	100	100	resfinder	NC_007168	mecA	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Cefixime;Cefotaxime;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
fasta_files/GCF_020003165.1.fna	NZ_CP077741.1	65796	67802	-	mecA_6	1-2007/2007	===============	0/0	100	100	resfinder	BX571856	mecA	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Cefixime;Cefotaxime;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam
fasta_files/GCF_020003165.1.fna	NZ_CP077741.1	1041944	1043863	-	tet(M)_13	1-1920/1920	===============	0/0	100	100	resfinder	AM990992	tet(M)	Doxycycline;Tetracycline;Minocycline
fasta_files/GCF_020003165.1.fna	NZ_CP077741.1	1806292	1806783	-	dfrK_2	1-492/492	===============	0/0	100	100	resfinder	FN677369	dfrK	Trimethoprim
fasta_files/GCF_020003165.1.fna	NZ_CP077741.1	2140076	2140963	+	blaZ_138	1-888/888	===============	0/0	100	99.78	resfinder	CP003979	blaZ	Amoxicillin;Ampicillin;Penicillin;Piperacillin
fasta_files/GCF_020003165.1.fna	NZ_CP077741.1	2143381	2144820	-	aac(6')-aph(2'')_1	1-1440/1440	===============	0/0	100	100	resfinder	M13771	aac(6')-aph(2'')	Amikacin;Gentamicin;Tobramycin
fasta_files/GCF_020003165.1.fna	NZ_CP077743.1	7141	8517	+	tet(L)_2	1-1377/1377	===============	0/0	100	100	resfinder	M29725	tet(L)	Doxycycline;Tetracycline
fasta_files/GCF_020003165.1.fna	NZ_CP077743.1	9161	9895	-	erm(T)_2	1-735/735	===============	0/0	100	100	resfinder	AY894138	erm(T)	Erythromycin;Lincomycin;Clindamycin;Quinupristin;Pristinamycin_IA;Virginiamycin_S
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
fasta_files/GCF_019329685.1.fna	NZ_CP073859.1	92314	94320	-	mecA_6	1-2007/2007	===============	0/0	100	100	resfinder	BX571856	mecA	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Cefixime;Cefotaxime;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam
fasta_files/GCF_019329685.1.fna	NZ_CP073859.1	233523	233951	+	fosB_4	1-429/429	===============	0/0	100	99.53	resfinder	CP000029	fosB	Fosfomycin
fasta_files/GCF_019329685.1.fna	NZ_CP073859.1	1809895	1810782	+	blaZ_138	1-888/888	===============	0/0	100	99.78	resfinder	CP003979	blaZ	Amoxicillin;Ampicillin;Penicillin;Piperacillin
fasta_files/GCF_019329685.1.fna	NZ_CP073859.1	1829603	1830244	-	fusB_1	1-642/642	===============	0/0	100	100	resfinder	AY373761	fusB	Fusidic_acid
fasta_files/GCF_019329685.1.fna	NZ_CP073859.1	1905872	1907311	-	aac(6')-aph(2'')_1	1-1440/1440	===============	0/0	100	99.93	resfinder	M13771	aac(6')-aph(2'')	Amikacin;Gentamicin;Tobramycin
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
fasta_files/GCF_004026185.1.fna	NZ_CP035003.1	530614	531345	+	erm(A)_1	1-732/732	===============	0/0	100	99.86	resfinder	X03216	erm(A)	Erythromycin;Lincomycin;Clindamycin;Quinupristin;Pristinamycin_IA;Virginiamycin_S
fasta_files/GCF_004026185.1.fna	NZ_CP035003.1	531471	532253	-	ant(9)-Ia_1	1-783/783	===============	0/0	100	100	resfinder	X02588	ant(9)-Ia	
fasta_files/GCF_004026185.1.fna	NZ_CP035003.1	821544	822431	+	blaZ_138	1-888/888	===============	0/0	100	99.78	resfinder	CP003979	blaZ	Amoxicillin;Ampicillin;Penicillin;Piperacillin
fasta_files/GCF_004026185.1.fna	NZ_CP035003.1	1628300	1630306	-	mecA_8	1-2007/2007	===============	0/0	100	100	resfinder	NC_007168	mecA	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Cefixime;Cefotaxime;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam
fasta_files/GCF_004026185.1.fna	NZ_CP035003.1	2535640	2537559	-	tet(M)_13	1-1920/1920	===============	0/0	100	100	resfinder	AM990992	tet(M)	Doxycycline;Tetracycline;Minocycline
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
fasta_files/GCF_009914455.1.fna	NZ_CP045468.1	39177	41183	-	mecA_6	1-2007/2007	===============	0/0	100	100	resfinder	BX571856	mecA	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Cefixime;Cefotaxime;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
fasta_files/GCF_034042795.1.fna	NZ_CP120153.1	14353	15240	-	blaZ_79	1-888/888	===============	0/0	100	99.21	resfinder	KU607584	blaZ	Amoxicillin;Ampicillin;Penicillin;Piperacillin
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
fasta_files/GCF_964057165.1.fna	NZ_OZ059817.1	389797	391236	+	aac(6')-aph(2'')_1	1-1440/1440	===============	0/0	100	100	resfinder	M13771	aac(6')-aph(2'')	Amikacin;Gentamicin;Tobramycin
fasta_files/GCF_964057165.1.fna	NZ_OZ059817.1	393655	394542	-	blaZ_138	1-888/888	===============	0/0	100	99.78	resfinder	CP003979	blaZ	Amoxicillin;Ampicillin;Penicillin;Piperacillin
fasta_files/GCF_964057165.1.fna	NZ_OZ059817.1	701077	701568	+	dfrK_2	1-492/492	===============	0/0	100	100	resfinder	FN677369	dfrK	Trimethoprim
fasta_files/GCF_964057165.1.fna	NZ_OZ059817.1	1455627	1457546	+	tet(M)_13	1-1920/1920	===============	0/0	100	100	resfinder	AM990992	tet(M)	Doxycycline;Tetracycline;Minocycline
fasta_files/GCF_964057165.1.fna	NZ_OZ059817.1	2440160	2442166	+	mecA_6	1-2007/2007	===============	0/0	100	100	resfinder	BX571856	mecA	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Cefixime;Cefotaxime;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
fasta_files/GCF_045936855.1.fna	NZ_CP064557.1	49478	50365	+	blaZ_138	1-888/888	===============	0/0	100	99.78	resfinder	CP003979	blaZ	Amoxicillin;Ampicillin;Penicillin;Piperacillin
fasta_files/GCF_045936855.1.fna	NZ_CP064557.1	1714421	1715308	+	blaZ_138	1-888/888	===============	0/0	100	99.78	resfinder	CP003979	blaZ	Amoxicillin;Ampicillin;Penicillin;Piperacillin
fasta_files/GCF_045936855.1.fna	NZ_CP064557.1	1735797	1736438	-	fusB_1	1-642/642	===============	0/0	100	100	resfinder	AY373761	fusB	Fusidic_acid
fasta_files/GCF_045936855.1.fna	NZ_CP064557.1	1810807	1812246	-	aac(6')-aph(2'')_1	1-1440/1440	===============	0/0	100	100	resfinder	M13771	aac(6')-aph(2'')	Amikacin;Gentamicin;Tobramycin
fasta_files/GCF_045936855.1.fna	NZ_CP064557.1	2590446	2590874	-	fosB_4	1-429/429	===============	0/0	100	99.53	resfinder	CP000029	fosB	Fosfomycin
fasta_files/GCF_045936855.1.fna	NZ_CP064557.1	2748022	2750028	+	mecA_6	1-2007/2007	===============	0/0	100	100	resfinder	BX571856	mecA	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Cefixime;Cefotaxime;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam
fasta_files/GCF_045936855.1.fna	NZ_CP064557.1	2753471	2754241	+	aadD_1	1-771/771	===============	0/0	100	99.74	resfinder	AF181950	aadD	Amikacin;Tobramycin
fasta_files/GCF_045936855.1.fna	NZ_CP064558.1	1385	2119	+	erm(C)_13	1-735/735	===============	0/0	100	100	resfinder	M13761	erm(C)	Erythromycin;Lincomycin;Clindamycin;Quinupristin;Pristinamycin_IA;Virginiamycin_S
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
fasta_files/GCF_047777965.1.fna	NZ_CP180533.1	126424	126852	+	fosB_3	1-429/429	===============	0/0	100	100	resfinder	ACHE01000077	fosB	Fosfomycin
fasta_files/GCF_047777965.1.fna	NZ_CP180533.1	486420	486917	+	dfrG_1	1-498/498	===============	0/0	100	100	resfinder	AB205645	dfrG	Trimethoprim
fasta_files/GCF_047777965.1.fna	NZ_CP180533.1	749799	750296	+	dfrG_1	1-498/498	===============	0/0	100	100	resfinder	AB205645	dfrG	Trimethoprim
fasta_files/GCF_047777965.1.fna	NZ_CP180533.1	880599	881486	-	blaZ_138	1-888/888	===============	0/0	100	99.89	resfinder	CP003979	blaZ	Amoxicillin;Ampicillin;Penicillin;Piperacillin
fasta_files/GCF_047777965.1.fna	NZ_CP180535.1	1	735	+	erm(C)_13	1-735/735	===============	0/0	100	100	resfinder	M13761	erm(C)	Erythromycin;Lincomycin;Clindamycin;Quinupristin;Pristinamycin_IA;Virginiamycin_S
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
fasta_files/GCF_024204745.1.fna	NZ_CP093173.1	59900	61906	-	mecA_6	1-2007/2007	===============	0/0	100	100	resfinder	BX571856	mecA	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Cefixime;Cefotaxime;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam
fasta_files/GCF_024204745.1.fna	NZ_CP093173.1	215695	216123	+	fosB_4	1-429/429	===============	0/0	100	99.53	resfinder	CP000029	fosB	Fosfomycin
fasta_files/GCF_024204745.1.fna	NZ_CP093173.1	945878	946765	-	blaZ_138	1-888/888	===============	0/0	100	99.78	resfinder	CP003979	blaZ	Amoxicillin;Ampicillin;Penicillin;Piperacillin
